timestamp,temp
00.000,31.87
00.250,31.87
00.500,31.87
00.750,31.87
01.000,31.87
01.250,31.87
01.500,31.87
01.750,31.87
02.000,31.87
02.250,31.87
02.500,31.87
02.750,31.87
03.000,31.85
03.250,31.85
03.500,31.85
03.750,31.85
04.000,31.89
04.250,31.89
04.500,31.89
04.750,31.89
05.000,31.89
05.250,31.89
05.500,31.89
05.750,31.89
06.000,31.87
06.250,31.87
06.500,31.87
06.750,31.87
07.000,31.87
07.250,31.87
07.500,31.87
07.750,31.87
08.000,31.89
08.250,31.89
08.500,31.89
08.750,31.89
09.000,31.87
09.250,31.87
09.500,31.87
09.750,31.87
10.000,31.89
10.250,31.89
10.500,31.89
10.750,31.89
11.000,31.87
11.250,31.87
11.500,31.87
11.750,31.87
12.000,31.87
12.250,31.87
12.500,31.87
12.750,31.87
13.000,31.87
13.250,31.87
13.500,31.87
13.750,31.87
14.000,31.87
14.250,31.87
14.500,31.87
14.750,31.87
15.000,31.87
15.250,31.87
15.500,31.87
15.750,31.87
16.000,31.87
16.250,31.87
16.500,31.87
16.750,31.87
17.000,31.85
17.250,31.85
17.500,31.85
17.750,31.85
18.000,31.87
18.250,31.87
18.500,31.87
18.750,31.87
19.000,31.89
19.250,31.89
19.500,31.89
19.750,31.89
20.000,31.87
20.250,31.87
20.500,31.87
20.750,31.87
21.000,31.87
21.250,31.87
21.500,31.87
21.750,31.87
22.000,31.85
22.250,31.85
22.500,31.85
22.750,31.85
23.000,31.87
23.250,31.87
23.500,31.87
23.750,31.87
24.000,31.87
24.250,31.87
24.500,31.87
24.750,31.87
25.000,31.85
25.250,31.85
25.500,31.85
25.750,31.85
26.000,31.85
26.250,31.85
26.500,31.85
26.750,31.85
27.000,31.85
27.250,31.85
27.500,31.85
27.750,31.85
28.000,31.87
28.250,31.87
28.500,31.87
28.750,31.87
29.000,31.83
29.250,31.83
29.500,31.83
29.750,31.83
30.000,31.87
30.250,31.87
30.500,31.87
30.750,31.87
31.000,31.85
31.250,31.85
31.500,31.85
31.750,31.85
32.000,31.85
32.250,31.85
32.500,31.85
32.750,31.85
33.000,31.83
33.250,31.83
33.500,31.83
33.750,31.83
34.000,31.83
34.250,31.83
34.500,31.83
34.750,31.83
35.000,31.83
35.250,31.83
35.500,31.83
35.750,31.83
36.000,31.83
36.250,31.83
36.500,31.83
36.750,31.83
37.000,31.83
37.250,31.83
37.500,31.83
37.750,31.83
38.000,31.83
38.250,31.83
38.500,31.83
38.750,31.83
39.000,31.85
39.250,31.85
39.500,31.85
39.750,31.85
40.000,31.87
40.250,31.87
40.500,31.87
40.750,31.87
41.000,31.83
41.250,31.83
41.500,31.83
41.750,31.83
42.000,31.85
42.250,31.85
42.500,31.85
42.750,31.85
43.000,31.83
43.250,31.83
43.500,31.83
43.750,31.83
44.000,31.81
44.250,31.81
44.500,31.81
44.750,31.81
45.000,31.83
45.250,31.83
45.500,31.83
45.750,31.83
46.000,31.83
46.250,31.83
46.500,31.83
46.750,31.83
47.000,31.81
47.250,31.81
47.500,31.81
47.750,31.81
48.000,31.81
48.250,31.81
48.500,31.81
48.750,31.81
49.000,31.81
49.250,31.81
49.500,31.81
49.750,31.81
50.000,31.81
50.250,31.81
50.500,31.81
50.750,31.81
51.000,31.81
51.250,31.81
51.500,31.81
51.750,31.81
52.000,31.81
52.250,31.81
52.500,31.81
52.750,31.81
53.000,31.81
53.250,31.81
53.500,31.81
53.750,31.81
54.000,31.81
54.250,31.81
54.500,31.81
54.750,31.81
55.000,31.83
55.250,31.83
55.500,31.83
55.750,31.83
56.000,31.83
56.250,31.83
56.500,31.83
56.750,31.83
57.000,31.81
57.250,31.81
57.500,31.81
57.750,31.81
58.000,31.83
58.250,31.83
58.500,31.83
58.750,31.83
59.000,31.83
59.250,31.83
59.500,31.83
59.750,31.83
