timestamp,temp
00.000,32.07
00.250,32.07
00.500,32.07
00.750,32.07
01.000,32.09
01.250,32.09
01.500,32.09
01.750,32.09
02.000,32.09
02.250,32.09
02.500,32.09
02.750,32.09
03.000,32.07
03.250,32.07
03.500,32.07
03.750,32.07
04.000,32.07
04.250,32.07
04.500,32.07
04.750,32.07
05.000,32.05
05.250,32.05
05.500,32.05
05.750,32.05
06.000,32.07
06.250,32.07
06.500,32.07
06.750,32.07
07.000,32.07
07.250,32.07
07.500,32.07
07.750,32.07
08.000,32.09
08.250,32.09
08.500,32.09
08.750,32.09
09.000,32.07
09.250,32.07
09.500,32.07
09.750,32.07
10.000,32.05
10.250,32.05
10.500,32.05
10.750,32.05
11.000,32.05
11.250,32.05
11.500,32.05
11.750,32.05
12.000,32.09
12.250,32.09
12.500,32.09
12.750,32.09
13.000,32.09
13.250,32.09
13.500,32.09
13.750,32.09
14.000,32.09
14.250,32.09
14.500,32.09
14.750,32.09
15.000,32.07
15.250,32.07
15.500,32.07
15.750,32.07
16.000,32.09
16.250,32.09
16.500,32.09
16.750,32.09
17.000,32.07
17.250,32.07
17.500,32.07
17.750,32.07
18.000,32.09
18.250,32.09
18.500,32.09
18.750,32.09
19.000,32.09
19.250,32.09
19.500,32.09
19.750,32.09
20.000,32.07
20.250,32.07
20.500,32.07
20.750,32.07
21.000,32.09
21.250,32.09
21.500,32.09
21.750,32.09
22.000,32.11
22.250,32.11
22.500,32.11
22.750,32.11
23.000,32.11
23.250,32.11
23.500,32.11
23.750,32.11
24.000,32.11
24.250,32.11
24.500,32.11
24.750,32.11
25.000,32.11
25.250,32.11
25.500,32.11
25.750,32.11
26.000,32.11
26.250,32.11
26.500,32.11
26.750,32.11
27.000,32.09
27.250,32.09
27.500,32.09
27.750,32.09
28.000,32.11
28.250,32.11
28.500,32.11
28.750,32.11
29.000,32.11
29.250,32.11
29.500,32.11
29.750,32.11
30.000,32.09
30.250,32.09
30.500,32.09
30.750,32.09
31.000,32.11
31.250,32.11
31.500,32.11
31.750,32.11
32.000,32.09
32.250,32.09
32.500,32.09
32.750,32.09
33.000,32.09
33.250,32.09
33.500,32.09
33.750,32.09
34.000,32.11
34.250,32.11
34.500,32.11
34.750,32.11
35.000,32.09
35.250,32.09
35.500,32.09
35.750,32.09
36.000,32.13
36.250,32.13
36.500,32.13
36.750,32.13
37.000,32.11
37.250,32.11
37.500,32.11
37.750,32.11
38.000,32.11
38.250,32.11
38.500,32.11
38.750,32.11
39.000,32.11
39.250,32.11
39.500,32.11
39.750,32.11
40.000,32.11
40.250,32.11
40.500,32.11
40.750,32.11
41.000,32.13
41.250,32.13
41.500,32.13
41.750,32.13
42.000,32.11
42.250,32.11
42.500,32.11
42.750,32.11
43.000,32.09
43.250,32.09
43.500,32.09
43.750,32.09
44.000,32.13
44.250,32.13
44.500,32.13
44.750,32.13
45.000,32.13
45.250,32.13
45.500,32.13
45.750,32.13
46.000,32.13
46.250,32.13
46.500,32.13
46.750,32.13
47.000,32.09
47.250,32.09
47.500,32.09
47.750,32.09
48.000,32.11
48.250,32.11
48.500,32.11
48.750,32.11
49.000,32.11
49.250,32.11
49.500,32.11
49.750,32.11
50.000,32.11
50.250,32.11
50.500,32.11
50.750,32.11
51.000,32.11
51.250,32.11
51.500,32.11
51.750,32.11
52.000,32.09
52.250,32.09
52.500,32.09
52.750,32.09
53.000,32.09
53.250,32.09
53.500,32.09
53.750,32.09
54.000,32.09
54.250,32.09
54.500,32.09
54.750,32.09
55.000,32.09
55.250,32.09
55.500,32.09
55.750,32.09
56.000,32.07
56.250,32.07
56.500,32.07
56.750,32.07
57.000,32.09
57.250,32.09
57.500,32.09
57.750,32.09
58.000,32.09
58.250,32.09
58.500,32.09
58.750,32.09
59.000,32.07
59.250,32.07
59.500,32.07
59.750,32.07
