timestamp,temp
00.000,31.51
00.250,31.51
00.500,31.51
00.750,31.51
01.000,31.53
01.250,31.53
01.500,31.53
01.750,31.53
02.000,31.55
02.250,31.55
02.500,31.55
02.750,31.55
03.000,31.51
03.250,31.51
03.500,31.51
03.750,31.51
04.000,31.53
04.250,31.53
04.500,31.53
04.750,31.53
05.000,31.53
05.250,31.53
05.500,31.53
05.750,31.53
06.000,31.53
06.250,31.53
06.500,31.53
06.750,31.53
07.000,31.53
07.250,31.53
07.500,31.53
07.750,31.53
08.000,31.55
08.250,31.55
08.500,31.55
08.750,31.55
09.000,31.53
09.250,31.53
09.500,31.53
09.750,31.53
10.000,31.55
10.250,31.55
10.500,31.55
10.750,31.55
11.000,31.55
11.250,31.55
11.500,31.55
11.750,31.55
12.000,31.55
12.250,31.55
12.500,31.55
12.750,31.55
13.000,31.53
13.250,31.53
13.500,31.53
13.750,31.53
14.000,31.53
14.250,31.53
14.500,31.53
14.750,31.53
15.000,31.53
15.250,31.53
15.500,31.53
15.750,31.53
16.000,31.53
16.250,31.53
16.500,31.53
16.750,31.53
17.000,31.53
17.250,31.53
17.500,31.53
17.750,31.53
18.000,31.55
18.250,31.55
18.500,31.55
18.750,31.55
19.000,31.55
19.250,31.55
19.500,31.55
19.750,31.55
20.000,31.53
20.250,31.53
20.500,31.53
20.750,31.53
21.000,31.55
21.250,31.55
21.500,31.55
21.750,31.55
22.000,31.55
22.250,31.55
22.500,31.55
22.750,31.55
23.000,31.57
23.250,31.57
23.500,31.57
23.750,31.57
24.000,31.55
24.250,31.55
24.500,31.55
24.750,31.55
25.000,31.55
25.250,31.55
25.500,31.55
25.750,31.55
26.000,31.53
26.250,31.53
26.500,31.53
26.750,31.53
27.000,31.55
27.250,31.55
27.500,31.55
27.750,31.55
28.000,31.55
28.250,31.55
28.500,31.55
28.750,31.55
29.000,31.53
29.250,31.53
29.500,31.53
29.750,31.53
30.000,31.53
30.250,31.53
30.500,31.53
30.750,31.53
31.000,31.55
31.250,31.55
31.500,31.55
31.750,31.55
32.000,31.53
32.250,31.53
32.500,31.53
32.750,31.53
33.000,31.53
33.250,31.53
33.500,31.53
33.750,31.53
34.000,31.53
34.250,31.53
34.500,31.53
34.750,31.53
35.000,31.51
35.250,31.51
35.500,31.51
35.750,31.51
36.000,31.55
36.250,31.55
36.500,31.55
36.750,31.55
37.000,31.53
37.250,31.53
37.500,31.53
37.750,31.53
38.000,31.53
38.250,31.53
38.500,31.53
38.750,31.53
39.000,31.55
39.250,31.55
39.500,31.55
39.750,31.55
40.000,31.55
40.250,31.55
40.500,31.55
40.750,31.55
41.000,31.55
41.250,31.55
41.500,31.55
41.750,31.55
42.000,31.53
42.250,31.53
42.500,31.53
42.750,31.53
43.000,31.55
43.250,31.55
43.500,31.55
43.750,31.55
44.000,31.55
44.250,31.55
44.500,31.55
44.750,31.55
45.000,31.55
45.250,31.55
45.500,31.55
45.750,31.55
46.000,31.55
46.250,31.55
46.500,31.55
46.750,31.55
47.000,31.55
47.250,31.55
47.500,31.55
47.750,31.55
48.000,31.55
48.250,31.55
48.500,31.55
48.750,31.55
49.000,31.55
49.250,31.55
49.500,31.55
49.750,31.55
50.000,31.55
50.250,31.55
50.500,31.55
50.750,31.55
51.000,31.53
51.250,31.53
51.500,31.53
51.750,31.53
52.000,31.55
52.250,31.55
52.500,31.55
52.750,31.55
53.000,31.55
53.250,31.55
53.500,31.55
53.750,31.55
54.000,31.57
54.250,31.57
54.500,31.57
54.750,31.57
55.000,31.55
55.250,31.55
55.500,31.55
55.750,31.55
56.000,31.51
56.250,31.51
56.500,31.51
56.750,31.51
57.000,31.55
57.250,31.55
57.500,31.55
57.750,31.55
58.000,31.51
58.250,31.51
58.500,31.51
58.750,31.51
59.000,31.55
59.250,31.55
59.500,31.55
59.750,31.55
