timestamp,temp
00.000,31.73
00.250,31.73
00.500,31.73
00.750,31.73
01.000,31.75
01.250,31.75
01.500,31.75
01.750,31.75
02.000,31.73
02.250,31.73
02.500,31.73
02.750,31.73
03.000,31.73
03.250,31.73
03.500,31.73
03.750,31.73
04.000,31.73
04.250,31.73
04.500,31.73
04.750,31.73
05.000,31.73
05.250,31.73
05.500,31.73
05.750,31.73
06.000,31.73
06.250,31.73
06.500,31.73
06.750,31.73
07.000,31.73
07.250,31.73
07.500,31.73
07.750,31.73
08.000,31.75
08.250,31.75
08.500,31.75
08.750,31.75
09.000,31.75
09.250,31.75
09.500,31.75
09.750,31.75
10.000,31.73
10.250,31.73
10.500,31.73
10.750,31.73
11.000,31.73
11.250,31.73
11.500,31.73
11.750,31.73
12.000,31.73
12.250,31.73
12.500,31.73
12.750,31.73
13.000,31.77
13.250,31.77
13.500,31.77
13.750,31.77
14.000,31.73
14.250,31.73
14.500,31.73
14.750,31.73
15.000,31.77
15.250,31.77
15.500,31.77
15.750,31.77
16.000,31.77
16.250,31.77
16.500,31.77
16.750,31.77
17.000,31.75
17.250,31.75
17.500,31.75
17.750,31.75
18.000,31.77
18.250,31.77
18.500,31.77
18.750,31.77
19.000,31.75
19.250,31.75
19.500,31.75
19.750,31.75
20.000,31.75
20.250,31.75
20.500,31.75
20.750,31.75
21.000,31.77
21.250,31.77
21.500,31.77
21.750,31.77
22.000,31.75
22.250,31.75
22.500,31.75
22.750,31.75
23.000,31.77
23.250,31.77
23.500,31.77
23.750,31.77
24.000,31.79
24.250,31.79
24.500,31.79
24.750,31.79
25.000,31.77
25.250,31.77
25.500,31.77
25.750,31.77
26.000,31.79
26.250,31.79
26.500,31.79
26.750,31.79
27.000,31.77
27.250,31.77
27.500,31.77
27.750,31.77
28.000,31.79
28.250,31.79
28.500,31.79
28.750,31.79
29.000,31.77
29.250,31.77
29.500,31.77
29.750,31.77
30.000,31.81
30.250,31.81
30.500,31.81
30.750,31.81
31.000,31.79
31.250,31.79
31.500,31.79
31.750,31.79
32.000,31.83
32.250,31.83
32.500,31.83
32.750,31.83
33.000,31.81
33.250,31.81
33.500,31.81
33.750,31.81
34.000,31.81
34.250,31.81
34.500,31.81
34.750,31.81
35.000,31.83
35.250,31.83
35.500,31.83
35.750,31.83
36.000,31.81
36.250,31.81
36.500,31.81
36.750,31.81
37.000,31.81
37.250,31.81
37.500,31.81
37.750,31.81
38.000,31.81
38.250,31.81
38.500,31.81
38.750,31.81
39.000,31.83
39.250,31.83
39.500,31.83
39.750,31.83
40.000,31.83
40.250,31.83
40.500,31.83
40.750,31.83
41.000,31.85
41.250,31.85
41.500,31.85
41.750,31.85
42.000,31.81
42.250,31.81
42.500,31.81
42.750,31.81
43.000,31.83
43.250,31.83
43.500,31.83
43.750,31.83
44.000,31.87
44.250,31.87
44.500,31.87
44.750,31.87
45.000,31.83
45.250,31.83
45.500,31.83
45.750,31.83
46.000,31.81
46.250,31.81
46.500,31.81
46.750,31.81
47.000,31.83
47.250,31.83
47.500,31.83
47.750,31.83
48.000,31.85
48.250,31.85
48.500,31.85
48.750,31.85
49.000,31.83
49.250,31.83
49.500,31.83
49.750,31.83
50.000,31.83
50.250,31.83
50.500,31.83
50.750,31.83
51.000,31.85
51.250,31.85
51.500,31.85
51.750,31.85
52.000,31.83
52.250,31.83
52.500,31.83
52.750,31.83
53.000,31.85
53.250,31.85
53.500,31.85
53.750,31.85
54.000,31.85
54.250,31.85
54.500,31.85
54.750,31.85
55.000,31.85
55.250,31.85
55.500,31.85
55.750,31.85
56.000,31.85
56.250,31.85
56.500,31.85
56.750,31.85
57.000,31.85
57.250,31.85
57.500,31.85
57.750,31.85
58.000,31.87
58.250,31.87
58.500,31.87
58.750,31.87
59.000,31.87
59.250,31.87
59.500,31.87
59.750,31.87
