timestamp,temp
00.000,32.05
00.250,32.05
00.500,32.05
00.750,32.05
01.000,32.03
01.250,32.03
01.500,32.03
01.750,32.03
02.000,32.03
02.250,32.03
02.500,32.03
02.750,32.03
03.000,32.03
03.250,32.03
03.500,32.03
03.750,32.03
04.000,32.03
04.250,32.03
04.500,32.03
04.750,32.03
05.000,32.05
05.250,32.05
05.500,32.05
05.750,32.05
06.000,32.05
06.250,32.05
06.500,32.05
06.750,32.05
07.000,32.03
07.250,32.03
07.500,32.03
07.750,32.03
08.000,32.03
08.250,32.03
08.500,32.03
08.750,32.03
09.000,32.03
09.250,32.03
09.500,32.03
09.750,32.03
10.000,32.05
10.250,32.05
10.500,32.05
10.750,32.05
11.000,32.03
11.250,32.03
11.500,32.03
11.750,32.03
12.000,32.03
12.250,32.03
12.500,32.03
12.750,32.03
13.000,32.07
13.250,32.07
13.500,32.07
13.750,32.07
14.000,32.07
14.250,32.07
14.500,32.07
14.750,32.07
15.000,32.03
15.250,32.03
15.500,32.03
15.750,32.03
16.000,32.0
16.250,32.0
16.500,32.0
16.750,32.0
17.000,32.03
17.250,32.03
17.500,32.03
17.750,32.03
18.000,32.03
18.250,32.03
18.500,32.03
18.750,32.03
19.000,32.03
19.250,32.03
19.500,32.03
19.750,32.03
20.000,32.05
20.250,32.05
20.500,32.05
20.750,32.05
21.000,32.07
21.250,32.07
21.500,32.07
21.750,32.07
22.000,32.03
22.250,32.03
22.500,32.03
22.750,32.03
23.000,32.05
23.250,32.05
23.500,32.05
23.750,32.05
24.000,32.07
24.250,32.07
24.500,32.07
24.750,32.07
25.000,32.07
25.250,32.07
25.500,32.07
25.750,32.07
26.000,32.07
26.250,32.07
26.500,32.07
26.750,32.07
27.000,32.09
27.250,32.09
27.500,32.09
27.750,32.09
28.000,32.07
28.250,32.07
28.500,32.07
28.750,32.07
29.000,32.07
29.250,32.07
29.500,32.07
29.750,32.07
30.000,32.05
30.250,32.05
30.500,32.05
30.750,32.05
31.000,32.07
31.250,32.07
31.500,32.07
31.750,32.07
32.000,32.05
32.250,32.05
32.500,32.05
32.750,32.05
33.000,32.03
33.250,32.03
33.500,32.03
33.750,32.03
34.000,32.07
34.250,32.07
34.500,32.07
34.750,32.07
35.000,32.07
35.250,32.07
35.500,32.07
35.750,32.07
36.000,32.07
36.250,32.07
36.500,32.07
36.750,32.07
37.000,32.05
37.250,32.05
37.500,32.05
37.750,32.05
38.000,32.07
38.250,32.07
38.500,32.07
38.750,32.07
39.000,32.07
39.250,32.07
39.500,32.07
39.750,32.07
40.000,32.07
40.250,32.07
40.500,32.07
40.750,32.07
41.000,32.07
41.250,32.07
41.500,32.07
41.750,32.07
42.000,32.07
42.250,32.07
42.500,32.07
42.750,32.07
43.000,32.07
43.250,32.07
43.500,32.07
43.750,32.07
44.000,32.07
44.250,32.07
44.500,32.07
44.750,32.07
45.000,32.07
45.250,32.07
45.500,32.07
45.750,32.07
46.000,32.11
46.250,32.11
46.500,32.11
46.750,32.11
47.000,32.09
47.250,32.09
47.500,32.09
47.750,32.09
48.000,32.09
48.250,32.09
48.500,32.09
48.750,32.09
49.000,32.09
49.250,32.09
49.500,32.09
49.750,32.09
50.000,32.09
50.250,32.09
50.500,32.09
50.750,32.09
51.000,32.07
51.250,32.07
51.500,32.07
51.750,32.07
52.000,32.11
52.250,32.11
52.500,32.11
52.750,32.11
53.000,32.09
53.250,32.09
53.500,32.09
53.750,32.09
54.000,32.09
54.250,32.09
54.500,32.09
54.750,32.09
55.000,32.11
55.250,32.11
55.500,32.11
55.750,32.11
56.000,32.11
56.250,32.11
56.500,32.11
56.750,32.11
57.000,32.09
57.250,32.09
57.500,32.09
57.750,32.09
58.000,32.11
58.250,32.11
58.500,32.11
58.750,32.11
59.000,32.09
59.250,32.09
59.500,32.09
59.750,32.09
