timestamp,temp
00.000,31.97
00.250,31.97
00.500,31.97
00.750,31.97
01.000,31.67
01.250,31.67
01.500,31.67
01.750,31.67
02.000,31.77
02.250,31.77
02.500,31.77
02.750,31.77
03.000,31.83
03.250,31.83
03.500,31.83
03.750,31.83
04.000,31.85
04.250,31.85
04.500,31.85
04.750,31.85
05.000,31.89
05.250,31.89
05.500,31.89
05.750,31.89
06.000,31.87
06.250,31.87
06.500,31.87
06.750,31.87
07.000,31.87
07.250,31.87
07.500,31.87
07.750,31.87
08.000,31.85
08.250,31.85
08.500,31.85
08.750,31.85
09.000,31.87
09.250,31.87
09.500,31.87
09.750,31.87
10.000,31.87
10.250,31.87
10.500,31.87
10.750,31.87
11.000,31.87
11.250,31.87
11.500,31.87
11.750,31.87
12.000,31.85
12.250,31.85
12.500,31.85
12.750,31.85
13.000,31.89
13.250,31.89
13.500,31.89
13.750,31.89
14.000,31.89
14.250,31.89
14.500,31.89
14.750,31.89
15.000,31.87
15.250,31.87
15.500,31.87
15.750,31.87
16.000,31.87
16.250,31.87
16.500,31.87
16.750,31.87
17.000,31.89
17.250,31.89
17.500,31.89
17.750,31.89
18.000,31.87
18.250,31.87
18.500,31.87
18.750,31.87
19.000,31.87
19.250,31.87
19.500,31.87
19.750,31.87
20.000,31.89
20.250,31.89
20.500,31.89
20.750,31.89
21.000,31.87
21.250,31.87
21.500,31.87
21.750,31.87
22.000,31.87
22.250,31.87
22.500,31.87
22.750,31.87
23.000,31.87
23.250,31.87
23.500,31.87
23.750,31.87
24.000,31.87
24.250,31.87
24.500,31.87
24.750,31.87
25.000,31.87
25.250,31.87
25.500,31.87
25.750,31.87
26.000,31.87
26.250,31.87
26.500,31.87
26.750,31.87
27.000,31.87
27.250,31.87
27.500,31.87
27.750,31.87
28.000,31.87
28.250,31.87
28.500,31.87
28.750,31.87
29.000,31.87
29.250,31.87
29.500,31.87
29.750,31.87
30.000,31.87
30.250,31.87
30.500,31.87
30.750,31.87
31.000,31.87
31.250,31.87
31.500,31.87
31.750,31.87
32.000,31.85
32.250,31.85
32.500,31.85
32.750,31.85
33.000,31.87
33.250,31.87
33.500,31.87
33.750,31.87
34.000,31.83
34.250,31.83
34.500,31.83
34.750,31.83
35.000,31.85
35.250,31.85
35.500,31.85
35.750,31.85
36.000,31.87
36.250,31.87
36.500,31.87
36.750,31.87
37.000,31.87
37.250,31.87
37.500,31.87
37.750,31.87
38.000,31.85
38.250,31.85
38.500,31.85
38.750,31.85
39.000,31.85
39.250,31.85
39.500,31.85
39.750,31.85
40.000,31.85
40.250,31.85
40.500,31.85
40.750,31.85
41.000,31.87
41.250,31.87
41.500,31.87
41.750,31.87
42.000,31.85
42.250,31.85
42.500,31.85
42.750,31.85
43.000,31.85
43.250,31.85
43.500,31.85
43.750,31.85
44.000,31.83
44.250,31.83
44.500,31.83
44.750,31.83
45.000,31.85
45.250,31.85
45.500,31.85
45.750,31.85
46.000,31.85
46.250,31.85
46.500,31.85
46.750,31.85
47.000,31.85
47.250,31.85
47.500,31.85
47.750,31.85
48.000,31.81
48.250,31.81
48.500,31.81
48.750,31.81
49.000,31.83
49.250,31.83
49.500,31.83
49.750,31.83
50.000,31.83
50.250,31.83
50.500,31.83
50.750,31.83
51.000,31.85
51.250,31.85
51.500,31.85
51.750,31.85
52.000,31.85
52.250,31.85
52.500,31.85
52.750,31.85
53.000,31.85
53.250,31.85
53.500,31.85
53.750,31.85
54.000,31.85
54.250,31.85
54.500,31.85
54.750,31.85
55.000,31.85
55.250,31.85
55.500,31.85
55.750,31.85
56.000,31.83
56.250,31.83
56.500,31.83
56.750,31.83
57.000,31.83
57.250,31.83
57.500,31.83
57.750,31.83
58.000,31.81
58.250,31.81
58.500,31.81
58.750,31.81
59.000,31.83
59.250,31.83
59.500,31.83
59.750,31.83
