timestamp,temp
00.000,31.11
00.250,31.11
00.500,31.11
00.750,31.11
01.000,31.09
01.250,31.09
01.500,31.09
01.750,31.09
02.000,31.11
02.250,31.11
02.500,31.11
02.750,31.11
03.000,31.09
03.250,31.09
03.500,31.09
03.750,31.09
04.000,31.11
04.250,31.11
04.500,31.11
04.750,31.11
05.000,31.11
05.250,31.11
05.500,31.11
05.750,31.11
06.000,31.13
06.250,31.13
06.500,31.13
06.750,31.13
07.000,31.11
07.250,31.11
07.500,31.11
07.750,31.11
08.000,31.13
08.250,31.13
08.500,31.13
08.750,31.13
09.000,31.11
09.250,31.11
09.500,31.11
09.750,31.11
10.000,31.13
10.250,31.13
10.500,31.13
10.750,31.13
11.000,31.11
11.250,31.11
11.500,31.11
11.750,31.11
12.000,31.09
12.250,31.09
12.500,31.09
12.750,31.09
13.000,31.11
13.250,31.11
13.500,31.11
13.750,31.11
14.000,31.11
14.250,31.11
14.500,31.11
14.750,31.11
15.000,31.15
15.250,31.15
15.500,31.15
15.750,31.15
16.000,31.13
16.250,31.13
16.500,31.13
16.750,31.13
17.000,31.13
17.250,31.13
17.500,31.13
17.750,31.13
18.000,31.15
18.250,31.15
18.500,31.15
18.750,31.15
19.000,31.11
19.250,31.11
19.500,31.11
19.750,31.11
20.000,31.13
20.250,31.13
20.500,31.13
20.750,31.13
21.000,31.13
21.250,31.13
21.500,31.13
21.750,31.13
22.000,31.15
22.250,31.15
22.500,31.15
22.750,31.15
23.000,31.17
23.250,31.17
23.500,31.17
23.750,31.17
24.000,31.15
24.250,31.15
24.500,31.15
24.750,31.15
25.000,31.15
25.250,31.15
25.500,31.15
25.750,31.15
26.000,31.17
26.250,31.17
26.500,31.17
26.750,31.17
27.000,31.17
27.250,31.17
27.500,31.17
27.750,31.17
28.000,31.19
28.250,31.19
28.500,31.19
28.750,31.19
29.000,31.17
29.250,31.17
29.500,31.17
29.750,31.17
30.000,31.17
30.250,31.17
30.500,31.17
30.750,31.17
31.000,31.17
31.250,31.17
31.500,31.17
31.750,31.17
32.000,31.19
32.250,31.19
32.500,31.19
32.750,31.19
33.000,31.17
33.250,31.17
33.500,31.17
33.750,31.17
34.000,31.17
34.250,31.17
34.500,31.17
34.750,31.17
35.000,31.17
35.250,31.17
35.500,31.17
35.750,31.17
36.000,31.17
36.250,31.17
36.500,31.17
36.750,31.17
37.000,31.17
37.250,31.17
37.500,31.17
37.750,31.17
38.000,31.19
38.250,31.19
38.500,31.19
38.750,31.19
39.000,31.17
39.250,31.17
39.500,31.17
39.750,31.17
40.000,31.19
40.250,31.19
40.500,31.19
40.750,31.19
41.000,31.19
41.250,31.19
41.500,31.19
41.750,31.19
42.000,31.19
42.250,31.19
42.500,31.19
42.750,31.19
43.000,31.21
43.250,31.21
43.500,31.21
43.750,31.21
44.000,31.23
44.250,31.23
44.500,31.23
44.750,31.23
45.000,31.21
45.250,31.21
45.500,31.21
45.750,31.21
46.000,31.21
46.250,31.21
46.500,31.21
46.750,31.21
47.000,31.21
47.250,31.21
47.500,31.21
47.750,31.21
48.000,31.23
48.250,31.23
48.500,31.23
48.750,31.23
49.000,31.25
49.250,31.25
49.500,31.25
49.750,31.25
50.000,31.23
50.250,31.23
50.500,31.23
50.750,31.23
51.000,31.21
51.250,31.21
51.500,31.21
51.750,31.21
52.000,31.25
52.250,31.25
52.500,31.25
52.750,31.25
53.000,31.23
53.250,31.23
53.500,31.23
53.750,31.23
54.000,31.25
54.250,31.25
54.500,31.25
54.750,31.25
55.000,31.23
55.250,31.23
55.500,31.23
55.750,31.23
56.000,31.25
56.250,31.25
56.500,31.25
56.750,31.25
57.000,31.23
57.250,31.23
57.500,31.23
57.750,31.23
58.000,31.27
58.250,31.27
58.500,31.27
58.750,31.27
59.000,31.25
59.250,31.25
59.500,31.25
59.750,31.25
